genbank_accession	genbank_accession_rev	strain	date	region	country	division	location	length	host	lineage	release_date	update_date	sra_accessions	authors	institution
MW265952	MW265952.1	MW265952	2016-XX-XX	Asia	Indonesia	Maluku		215	Aedes aegypti	NA	2021-04-19	2021-04-19		Anggraeni et al.	"Institute for Vector and Reservoir Control Research and Development, NIHRD-MoH, Vector Borne Disease"
MW265953	MW265953.1	MW265953	2016-XX-XX	Asia	Indonesia	Maluku		215	Aedes aegypti	NA	2021-04-19	2021-04-19		Anggraeni et al.	"Institute for Vector and Reservoir Control Research and Development, NIHRD-MoH, Vector Borne Disease"
MW265954	MW265954.1	MW265954	2016-XX-XX	Asia	Indonesia	Southeast Sulawesi		215	Aedes aegypti	NA	2021-04-19	2021-04-19		Anggraeni et al.	"Institute for Vector and Reservoir Control Research and Development, NIHRD-MoH, Vector Borne Disease"
MW265955	MW265955.1	MW265955	2016-XX-XX	Asia	Indonesia	Southeast Sulawesi		215	Aedes aegypti	NA	2021-04-19	2021-04-19		Anggraeni et al.	"Institute for Vector and Reservoir Control Research and Development, NIHRD-MoH, Vector Borne Disease"
MW265956	MW265956.1	MW265956	2016-XX-XX	Asia	Indonesia	North Maluku		215	Aedes aegypti	NA	2021-04-19	2021-04-19		Anggraeni et al.	"Institute for Vector and Reservoir Control Research and Development, NIHRD-MoH, Vector Borne Disease"
MW265957	MW265957.1	MW265957	2016-XX-XX	Asia	Indonesia	Maluku		215	Aedes aegypti	NA	2021-04-19	2021-04-19		Anggraeni et al.	"Institute for Vector and Reservoir Control Research and Development, NIHRD-MoH, Vector Borne Disease"
MW265958	MW265958.1	MW265958	2016-XX-XX	Asia	Indonesia	Banten		215	Aedes aegypti	NA	2021-04-19	2021-04-19		Anggraeni et al.	"Institute for Vector and Reservoir Control Research and Development, NIHRD-MoH, Vector Borne Disease"
MW265959	MW265959.1	MW265959	2016-XX-XX	Asia	Indonesia	North Maluku		215	Aedes aegypti	NA	2021-04-19	2021-04-19		Anggraeni et al.	"Institute for Vector and Reservoir Control Research and Development, NIHRD-MoH, Vector Borne Disease"
MW265960	MW265960.1	MW265960	2016-XX-XX	Asia	Indonesia	Maluku		215	Aedes aegypti	NA	2021-04-19	2021-04-19		Anggraeni et al.	"Institute for Vector and Reservoir Control Research and Development, NIHRD-MoH, Vector Borne Disease"
MW265961	MW265961.1	MW265961	2017-XX-XX	Asia	Indonesia	Center Kalimantan		215	Aedes aegypti	NA	2021-04-19	2021-04-19		Anggraeni et al.	"Institute for Vector and Reservoir Control Research and Development, NIHRD-MoH, Vector Borne Disease"
MW265962	MW265962.1	MW265962	2016-XX-XX	Asia	Indonesia	North Maluku		215	Aedes albopictus	NA	2021-04-19	2021-04-19		Anggraeni et al.	"Institute for Vector and Reservoir Control Research and Development, NIHRD-MoH, Vector Borne Disease"
MW265963	MW265963.1	MW265963	2016-XX-XX	Asia	Indonesia	Maluku		215	Aedes albopictus	NA	2021-04-19	2021-04-19		Anggraeni et al.	"Institute for Vector and Reservoir Control Research and Development, NIHRD-MoH, Vector Borne Disease"
MW265964	MW265964.1	MW265964	2017-XX-XX	Asia	Indonesia	Riau		215	Verrallina butleri	NA	2021-04-19	2021-04-19		Anggraeni et al.	"Institute for Vector and Reservoir Control Research and Development, NIHRD-MoH, Vector Borne Disease"
MW265965	MW265965.1	MW265965	2016-XX-XX	Asia	Indonesia	Southeast Sulawesi		215	Aedes aegypti	NA	2021-04-19	2021-04-19		Anggraeni et al.	"Institute for Vector and Reservoir Control Research and Development, NIHRD-MoH, Vector Borne Disease"
MW265966	MW265966.1	MW265966	2016-XX-XX	Asia	Indonesia	North Maluku		215	Aedes aegypti	NA	2021-04-19	2021-04-19		Anggraeni et al.	"Institute for Vector and Reservoir Control Research and Development, NIHRD-MoH, Vector Borne Disease"
MW265967	MW265967.1	MW265967	2016-XX-XX	Asia	Indonesia	Southeast Sulawesi		215	Aedes albopictus	NA	2021-04-19	2021-04-19		Anggraeni et al.	"Institute for Vector and Reservoir Control Research and Development, NIHRD-MoH, Vector Borne Disease"
MN747061	MN747061.1	MN747061	2019-10-03	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747062	MN747062.1	MN747062	2019-10-03	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747063	MN747063.1	MN747063	2019-10-03	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MW271620	MW271620.1	MW271620	2019-01-11	Asia	Thailand	Bangkok		539	Culex quinquefasciatus	NA	2021-02-09	2021-02-09		Phumee et al.	"School of Allied Health Sciences, Walailak University, Department of Medical Technology"
MW271621	MW271621.1	MW271621	2019-01-11	Asia	Thailand	Bangkok		539	Culex quinquefasciatus	NA	2021-02-09	2021-02-09		Phumee et al.	"School of Allied Health Sciences, Walailak University, Department of Medical Technology"
MW271622	MW271622.1	MW271622	2019-01-11	Asia	Thailand	Bangkok		539	Culex quinquefasciatus	NA	2021-02-09	2021-02-09		Phumee et al.	"School of Allied Health Sciences, Walailak University, Department of Medical Technology"
MW271623	MW271623.1	MW271623	2019-01-11	Asia	Thailand	Bangkok		539	Culex quinquefasciatus	NA	2021-02-09	2021-02-09		Phumee et al.	"School of Allied Health Sciences, Walailak University, Department of Medical Technology"
MW271624	MW271624.1	MW271624	2019-01-11	Asia	Thailand	Bangkok		539	Culex quinquefasciatus	NA	2021-02-09	2021-02-09		Phumee et al.	"School of Allied Health Sciences, Walailak University, Department of Medical Technology"
MW271625	MW271625.1	MW271625	2019-01-11	Asia	Thailand	Bangkok		539	Culex quinquefasciatus	NA	2021-02-09	2021-02-09		Phumee et al.	"School of Allied Health Sciences, Walailak University, Department of Medical Technology"
MW271626	MW271626.1	MW271626	2019-01-11	Asia	Thailand	Bangkok		539	Culex quinquefasciatus	NA	2021-02-09	2021-02-09		Phumee et al.	"School of Allied Health Sciences, Walailak University, Department of Medical Technology"
MW271627	MW271627.1	MW271627	2019-01-11	Asia	Thailand	Bangkok		539	Culex quinquefasciatus	NA	2021-02-09	2021-02-09		Phumee et al.	"School of Allied Health Sciences, Walailak University, Department of Medical Technology"
MW273140	MW273140.1	MW273140	2018-06-27	Asia	Thailand			455	Aedes aegypti	NA	2021-07-05	2021-07-05		Na Nakorn et al.	"Prince of Songkla University, Faculty of Medical Technology"
MW273141	MW273141.1	MW273141	2018-06-27	Asia	Thailand			455	Aedes aegypti	NA	2021-07-05	2021-07-05		Na Nakorn et al.	"Prince of Songkla University, Faculty of Medical Technology"
MW273142	MW273142.1	MW273142	2018-06-27	Asia	Thailand			455	Aedes aegypti	NA	2021-07-05	2021-07-05		Na Nakorn et al.	"Prince of Songkla University, Faculty of Medical Technology"
MN747064	MN747064.1	MN747064	2019-10-04	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747065	MN747065.1	MN747065	2019-10-05	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747066	MN747066.1	MN747066	2019-10-05	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747067	MN747067.1	MN747067	2019-10-06	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747068	MN747068.1	MN747068	2019-10-06	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747069	MN747069.1	MN747069	2019-10-06	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747070	MN747070.1	MN747070	2019-10-06	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747071	MN747071.1	MN747071	2019-10-06	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747072	MN747072.1	MN747072	2019-10-07	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747073	MN747073.1	MN747073	2019-10-07	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747074	MN747074.1	MN747074	2019-10-07	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747075	MN747075.1	MN747075	2019-10-08	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747076	MN747076.1	MN747076	2019-10-08	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747077	MN747077.1	MN747077	2019-10-08	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747078	MN747078.1	MN747078	2019-10-08	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747079	MN747079.1	MN747079	2019-10-08	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747080	MN747080.1	MN747080	2019-10-08	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747081	MN747081.1	MN747081	2019-10-09	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747082	MN747082.1	MN747082	2019-10-12	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747083	MN747083.1	MN747083	2019-10-12	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747084	MN747084.1	MN747084	2019-10-10	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747085	MN747085.1	MN747085	2019-10-14	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN864707	MN864707.1	MN864707	2016-03-10	South America	Brazil	Alagoas		672	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864708	MN864708.1	MN864708	2016-04-20	South America	Brazil	Alagoas		672	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864709	MN864709.1	MN864709	2016-04-21	South America	Brazil	Alagoas		672	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864710	MN864710.1	MN864710	2016-04-21	South America	Brazil	Alagoas		672	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864711	MN864711.1	MN864711	2016-07-08	South America	Brazil	Alagoas		672	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864712	MN864712.1	MN864712	2016-08-03	South America	Brazil	Alagoas		672	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864713	MN864713.1	MN864713	2016-04-08	South America	Brazil	Alagoas		672	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864714	MN864714.1	MN864714	2016-01-28	South America	Brazil	Alagoas		672	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864715	MN864715.1	MN864715	2016-02-12	South America	Brazil	Alagoas		672	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864716	MN864716.1	MN864716	2016-02-12	South America	Brazil	Alagoas		672	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864717	MN864717.1	MN864717	2016-04-07	South America	Brazil	Alagoas		672	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864718	MN864718.1	MN864718	2016-04-21	South America	Brazil	Alagoas		672	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864719	MN864719.1	MN864719	2016-04-22	South America	Brazil	Alagoas		672	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864720	MN864720.1	MN864720	2016-04-08	South America	Brazil	Alagoas		357	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864721	MN864721.1	MN864721	2016-04-07	South America	Brazil	Alagoas		756	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864722	MN864722.1	MN864722	2016-04-21	South America	Brazil	Alagoas		756	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864723	MN864723.1	MN864723	2016-03-10	South America	Brazil	Alagoas		654	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864724	MN864724.1	MN864724	2016-04-20	South America	Brazil	Alagoas		654	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864725	MN864725.1	MN864725	2016-04-21	South America	Brazil	Alagoas		654	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864726	MN864726.1	MN864726	2016-04-21	South America	Brazil	Alagoas		654	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864727	MN864727.1	MN864727	2016-07-08	South America	Brazil	Alagoas		654	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864728	MN864728.1	MN864728	2016-08-03	South America	Brazil	Alagoas		654	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864729	MN864729.1	MN864729	2016-04-08	South America	Brazil	Alagoas		654	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864730	MN864730.1	MN864730	2016-01-28	South America	Brazil	Alagoas		654	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864731	MN864731.1	MN864731	2016-02-12	South America	Brazil	Alagoas		654	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864732	MN864732.1	MN864732	2016-02-12	South America	Brazil	Alagoas		264	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864733	MN864733.1	MN864733	2016-04-07	South America	Brazil	Alagoas		654	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864734	MN864734.1	MN864734	2016-04-21	South America	Brazil	Alagoas		654	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864735	MN864735.1	MN864735	2016-04-21	South America	Brazil	Alagoas		654	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864736	MN864736.1	MN864736	2016-04-20	South America	Brazil	Alagoas		741	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864737	MN864737.1	MN864737	2016-04-21	South America	Brazil	Alagoas		708	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864738	MN864738.1	MN864738	2016-07-08	South America	Brazil	Alagoas		330	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
MN864739	MN864739.1	MN864739	2016-08-03	South America	Brazil	Alagoas		438	Homo sapiens	NA	2021-01-13	2021-01-13		Taniele-Silva et al.	"Universidade Federal de Alagoas, Instituto de Ciencias Biologicas e da Saude"
